,Query,Target,Stance,data_type
655,[CLS] in oregon 15 yr olds arent allowed to drive but they can have a sex-change operation without parental consent. when will we #semst [SEP] ,donald trump,2,testB
656,[CLS] so #memphis will dig up #nathanbedfordforrest but #billcosby keeps his star on the hollywood walk of fame? #liberallogic #semst [SEP] ,donald trump,2,testB
657,"[CLS] you can ""try"" to take my #confederateflag down & you will successfully fail to do so. #semst [SEP] ",donald trump,2,testB
658,"[CLS] @bretbaier #candidatecasino #trumps the real deal, hand him the wheel, he can drive &make the climb to take #us up the hill. vote #semst [SEP] ",donald trump,1,testB
659,[CLS] the sheriff of #sfo is a total idiot.  #followthelaw #sanctuarycity #semst [SEP] ,donald trump,2,testB
660,[CLS] @ouchinagirl @trumpny2016 @gop trump for president as he doesn't mince words!!!! #semst [SEP] ,donald trump,1,testB
661,[CLS] @gpacja @texanjustin @jebbush @isikoff @realdonaldtrump you're an awful person. free speech. i'll pray for you're soul. #semst [SEP] ,donald trump,0,testB
662,[CLS] congrats to the @gop for having @realdonaldtrump in first place amongst its 2016 candidates. #gop2016 #jeb2016 #walker2016 #semst [SEP] ,donald trump,1,testB
663,"[CLS] @realdonaldtrump sir, i just want you to know that you'll be the greatest president of this generation!  #semst [SEP] ",donald trump,1,testB
664,[CLS] confederate flag removed.  now what will the racists complain about? #tcot #semst [SEP] ,donald trump,2,testB
665,[CLS] @realdonaldtrump we need you in office.. keep doing what your doing. #votetrump #makeamericagreatagain #semst [SEP] ,donald trump,1,testB
666,"[CLS] @zekejmiller @reince @sharonday gop plan to stop trump? lol maybe they can put up loser candidates like romney, mccain and jeb! #semst [SEP] ",donald trump,1,testB
667,[CLS] @thehill it's called an ad hominem attack & it's used by people who know they can't win on the merits we r onto u congressman #semst [SEP] ,donald trump,2,testB
668,"[CLS] just want to give a big #shoutout to my #1 man these days, @realdonaldtrump  get 'er done, big guy!!  #semst [SEP] ",donald trump,1,testB
669,[CLS] @realdonaldtrump is the only candidate who has the backbone to get our #country back on the #rightpath #semst [SEP] ,donald trump,1,testB
670,[CLS] and america wants to protest a silly flag but lets pro athletes get away with shit like that #semst [SEP] ,donald trump,2,testB
671,[CLS] @emmittsmith22 who cares about you judging? you run wiith an inflated animal skin for entertainment. more time for brain surgury? #semst [SEP] ,donald trump,2,testB
672,[CLS] hey guise. any recommendation for a good taco place in midtown? #trump #semst [SEP] ,donald trump,2,testB
673,[CLS] @vlactionfund @reince the same #rnc losers that thought romney & palin were good choices needs to be thankful trump came along  #semst [SEP] ,donald trump,1,testB
674,[CLS] i'll believe it when i see it. #bringbackoururanium #semst [SEP] ,donald trump,2,testB
675,[CLS] hillary: -assad is a reformer -putin is re-settable -libya jihadist are allies -iran not building nukes -strom is right #tcot #semst [SEP] ,donald trump,2,testB
676,[CLS] federal funds are cutoff if states dont bend to blood alcohol laws.why should #sanctuarycities be different? #whitegenocide #tcot #semst [SEP] ,donald trump,2,testB
677,"[CLS] in addition to sanctuary cities, i'm done with walmart too. #semst [SEP] ",donald trump,2,testB
678,[CLS] . @realdonaldtrump american was great until you embarrassed us all to death #semst [SEP] ,donald trump,0,testB
679,[CLS] @ericbolling @foxnews i'll be there!! who's on the panel? #semst [SEP] ,donald trump,2,testB
680,[CLS] @soxsher @lrihendry @realdonaldtrump  please make it right again! #semst [SEP] ,donald trump,1,testB
681,"[CLS] #lgbt are evil monsters that want to ban being straight, molest children, and destroy the family structure! #sdcc #ufc189 #semst [SEP] ",donald trump,2,testB
682,[CLS] @ericbolling @geraldorivera @realdonaldtrump people who think like geraldo are dangerous for america. #semst [SEP] ,donald trump,0,testB
683,[CLS] @realdonaldtrump needs to learn when to stop talking. you are making it worse donald... so much worse. #semst [SEP] ,donald trump,0,testB
684,[CLS] @cnnpolitics @jaketapper @governorperry @saramurray not enough. #semst [SEP] ,donald trump,2,testB
685,[CLS] serious question that came up at dinner--is @realdonaldtrump's craziness just signs of early-onset alzheimer's? #semst [SEP] ,donald trump,0,testB
686,[CLS] jeb - just how much 'truth' does that $118 million you've raised buy?   america isn't 'buying' your #elite #establishment crap - #semst [SEP] ,donald trump,2,testB
687,"[CLS] @karenmonsour12 thanks karen, love this idea! #semst [SEP] ",donald trump,2,testB
688,[CLS] guys i'm not feeling well so no #hannity tweeting for me tonight. not sure if i'll do #cashinin in the morning either. sorry. #semst [SEP] ,donald trump,2,testB
689,[CLS] @seanhannity rick santorum quit talking like a politician get mad the american people are mad as hell #semst [SEP] ,donald trump,2,testB
690,[CLS] @anncoulter @realdonaldtrump the media will try to discredit him. democrats and gop will attack him. america will stand with him. #semst [SEP] ,donald trump,1,testB
691,[CLS] @majicmahon @seanhannity @ricksantorum hillary's brand of  experience we do not need! #semst [SEP] ,donald trump,2,testB
692,[CLS] @moonlightnstars @richardflopes @edmontalbans you're right and i didn't vote for obonzo and not voting for #hillary #semst [SEP] ,donald trump,2,testB
693,[CLS] @realdonaldtrump ' it takes great bravery to stand up to your enemies but even more to stand up to your friends' we need you #semst [SEP] ,donald trump,1,testB
694,[CLS] pllitical correctness stifles truth in favor of discomfort and fear. get over yourselves & deal with reality. #semst [SEP] ,donald trump,2,testB
695,[CLS] why is it wrong when trump is stating facts about illegal immigrants??? he is 100% right #semst [SEP] ,donald trump,1,testB
696,[CLS] that time trump spent nearly $100000 on an ad criticizin us foreign policy in 1987 #america #donaldjtrump #foreignpolicy #semst [SEP] ,donald trump,0,testB
697,[CLS] rt veriphile: ff #patriot --> phil1863.  thanks for following back!!  #truth #liberty #justice #prolife #proisrael #2a #rise... #semst [SEP] ,donald trump,2,testB
698,"[CLS] @gerfingerpoken2 @beagleguy13  i think it was the ""black lives don't matter to black lives flag #semst [SEP] ",donald trump,2,testB
699,[CLS] @luzcarolinarov @damian_becker right-wing idiots in the us are capable of anything. including voting for extreme racist #semst [SEP] ,donald trump,0,testB
700,[CLS] watching what donald trump said about mexicans was shocking! let's not give this appalling man a platform. #semst [SEP] ,donald trump,0,testB
701,"[CLS] they blew up the trade centers to cover their destructive trails, and paved the way for more death, war, and mind control. #semst [SEP] ",donald trump,2,testB
702,[CLS] @realdonaldtrump we all want you as the next president !! you tell it has it is and not as a spineless politician! #semst [SEP] ,donald trump,1,testB
703,[CLS] @rsherman_25 join twitter trump brigade #onethousandtweets to support message #makeamericagreatagain @realdonaldtrump #semst [SEP] ,donald trump,1,testB
704,[CLS] @joeybats19 join twitter trump brigade #onethousandtweets to support message #makeamericagreatagain @realdonaldtrump #semst [SEP] ,donald trump,1,testB
705,[CLS] trump's outlandish statements is political strategy. no one can be that stupid. #gop #strategy #semst [SEP] ,donald trump,0,testB
706,"[CLS] @rmconservative @dagnyred ,p.c. is out of control,stop being offended ,we are a country of free thinkers,#1a #semst [SEP] ",donald trump,2,testB
